identifier,abs_difference,raw_difference,normalized_diff_old_mean,reason
40761806,1.515568941843469,-1.515568941843469,0.04071452580033902,char_per_tok
34948138,1.4603730140455902,-1.4603730140455902,0.04249348959993413,char_per_tok
38962010,1.3203537970377344,-1.3203537970377344,0.03506679984276953,char_per_tok
33934238,1.2799868008579445,-1.2799868008579445,0.032967130796375414,char_per_tok
37153422,1.2505341880341874,-1.2505341880341874,0.07122552068531339,char_per_tok
34591298,1.248557278208441,-1.248557278208441,0.03407122953280005,char_per_tok
38451064,1.2465753424657535,-1.2465753424657535,0.0513833880277121,char_per_tok
40321287,1.2371939206304532,-1.2371939206304532,0.02736442112210168,char_per_tok
38902977,1.1992268547841087,-1.1992268547841087,0.042875668901093046,char_per_tok
38457779,1.196728405746927,-1.196728405746927,0.02199092555198942,char_per_tok
32720210,1.196613126929444,-1.196613126929444,0.0477916242510457,char_per_tok
30829085,1.1852576647097193,-1.1852576647097193,0.039268336877321966,char_per_tok
38554583,1.1851674641148326,-1.1851674641148326,0.04404533352129662,char_per_tok
36774256,1.185010243569315,-1.185010243569315,0.04971387581735835,char_per_tok
37119515,1.1804817732185375,-1.1804817732185375,0.04354384915068012,char_per_tok
36498755,1.1803353871308646,-1.1803353871308646,0.04781380709854283,char_per_tok
35995590,1.1724637681159429,-1.1724637681159429,0.039045143806964645,char_per_tok
35347792,1.1497461928934012,-1.1497461928934012,0.04255749665427808,char_per_tok
37836875,1.1364368010843782,-1.1364368010843782,0.03580637776686826,char_per_tok
39110144,1.1355140186915893,-1.1355140186915893,0.03570498632066105,char_per_tok
25363155,1.134491634491634,-1.134491634491634,0.032179747067139546,char_per_tok
33994289,1.1254451007498636,-1.1254451007498636,0.03373328988473544,char_per_tok
11646933,1.1200186140959465,-1.1200186140959465,0.0349449325704783,char_per_tok
35797033,1.1157594291539237,-1.1157594291539237,0.06518554612324767,char_per_tok
40679679,1.1155778894472368,-1.1155778894472368,0.024273003991768773,char_per_tok
35280155,1.1110802811690714,-1.1110802811690714,0.04808193014502997,char_per_tok
40669270,1.1091617933723201,-1.1091617933723201,0.032246935523074303,char_per_tok
35777290,1.1022357038535002,-1.1022357038535002,0.043949552206936394,char_per_tok
37291830,1.0953164160401005,-1.0953164160401005,0.03784856807076285,char_per_tok
35811495,1.095219933892703,-1.095219933892703,0.05050523990287283,char_per_tok
11102696,1.0932170542635653,-1.0932170542635653,0.04496731785989288,char_per_tok
40080974,1.09288648244959,-1.09288648244959,0.03479306747514893,char_per_tok
35199318,1.0879504426415192,-1.0879504426415192,0.050839452493415704,char_per_tok
26654001,1.084196920565092,-1.084196920565092,0.05851060872889676,char_per_tok
34957153,1.0824669603524235,-1.0824669603524235,0.020528428717977335,char_per_tok
32574769,1.0813917774560133,-1.0813917774560133,0.03426642540855916,char_per_tok
39058810,1.0810692287758892,-1.0810692287758892,0.02862132482190626,char_per_tok
38159486,1.080501152073733,-1.080501152073733,0.037422259559435206,char_per_tok
34124413,1.0792061819459073,-1.0792061819459073,0.04079754571571652,char_per_tok
38188057,1.077672332881428,-1.077672332881428,0.02262858207094352,char_per_tok
39777118,1.0767400099521858,-1.0767400099521858,0.049710622574589754,char_per_tok
38951688,1.072798819478603,-1.072798819478603,0.03894701355290804,char_per_tok
38334262,1.0707547169811322,-1.0707547169811322,0.042736604614283476,char_per_tok
39703948,1.0695102311481621,-1.0695102311481621,0.04240696631568376,char_per_tok
27139574,1.0679131700121598,-1.0679131700121598,0.04546059313764413,char_per_tok
40915981,1.0629626069403058,-1.0629626069403058,0.023632009416780335,char_per_tok
36148541,1.0622441324616867,-1.0622441324616867,0.031939640942221535,char_per_tok
22649355,1.0612146307798485,-1.0612146307798485,0.03152030949346947,char_per_tok
29521325,1.0554067088200618,-1.0554067088200618,0.04821565218970552,char_per_tok
23585987,1.0504004418668877,-1.0504004418668877,0.034019050312315766,char_per_tok
12190171,1.0498216623775338,-1.0498216623775338,0.025932031558244785,char_per_tok
36524703,1.0470006591957812,-1.0470006591957812,0.04798248703833378,char_per_tok
38593233,1.0445085514114982,-1.0445085514114982,0.04147990743711503,char_per_tok
30628166,1.0428571428571418,-1.0428571428571418,0.04667458722181607,char_per_tok
36065551,1.0401754967732062,-1.0401754967732062,0.017954352286053507,char_per_tok
34703328,1.0361378384426043,-1.0361378384426043,0.03381639354223412,char_per_tok
38319338,1.0261612180230308,-1.0261612180230308,0.026262251137977855,char_per_tok
29506546,1.025472723321017,-1.025472723321017,0.04231055707809587,char_per_tok
39944929,1.0251221812569664,-1.0251221812569664,0.025799374531839187,char_per_tok
40610171,1.0192233838276072,-1.0192233838276072,0.02249790004729721,char_per_tok
40385503,1.0159478885893982,-1.0159478885893982,0.046942624942429526,char_per_tok
39695767,1.0156081361560814,-1.0156081361560814,0.044072716592939924,char_per_tok
40778943,1.0152072884553442,-1.0152072884553442,0.040846403229157266,char_per_tok
35430517,1.008283676417479,-1.008283676417479,0.038645756191811244,char_per_tok
25030293,1.005845547641214,-1.005845547641214,0.029326612462518737,char_per_tok
39791675,1.0003467165938558,-1.0003467165938558,0.04157968758968883,char_per_tok
34487571,0.9991793936630957,-0.9991793936630957,0.04022457570606171,char_per_tok
37048461,0.9968575582758783,-0.9968575582758783,0.02689114795312362,char_per_tok
38779235,0.9963782696177068,-0.9963782696177068,0.03736038477100256,char_per_tok
25702389,0.9953488372093018,-0.9953488372093018,0.03935566839290542,char_per_tok
31500763,0.9937190711838602,-0.9937190711838602,0.05023437942972218,char_per_tok
38208958,0.9889126589048427,-0.9889126589048427,0.03856467660613379,char_per_tok
34464582,0.9867826588484094,-0.9867826588484094,0.04575419667961304,char_per_tok
40615738,0.9844877344877343,-0.9844877344877343,0.019868872725827585,char_per_tok
33158982,0.9838746779536258,-0.9838746779536258,0.04026228772517915,char_per_tok
39650012,0.9798936808711307,-0.9798936808711307,0.04329658584694655,char_per_tok
30500391,0.9787080055097697,-0.9787080055097697,0.03896195448491974,char_per_tok
33595627,0.977200608563356,-0.977200608563356,0.05233862923634577,char_per_tok
37511580,0.9757281553398061,-0.9757281553398061,0.05447323940858876,char_per_tok
38192217,0.9757010231148167,-0.9757010231148167,0.043296819220707314,char_per_tok
36896874,0.9749055408740466,-0.9749055408740466,0.04486411602732331,char_per_tok
33701258,0.9729577464788735,-0.9729577464788735,0.03655232023610656,char_per_tok
37351779,0.9718349698953412,-0.9718349698953412,0.0350236392838562,char_per_tok
32780009,0.9710372801020872,-0.9710372801020872,0.05012231337619427,char_per_tok
37213555,0.9701699181875396,-0.9701699181875396,0.04743173041026183,char_per_tok
38377828,0.9697881066302116,-0.9697881066302116,0.045582512604125776,char_per_tok
29300374,0.9645979585684143,-0.9645979585684143,0.0412381804395366,char_per_tok
38547687,0.9631394348487854,-0.9631394348487854,0.03546758136491446,char_per_tok
28529406,0.9629321382842511,-0.9629321382842511,0.02984884717974724,char_per_tok
19900296,0.9617224880382773,-0.9617224880382773,0.032306095164350415,char_per_tok
37171435,0.9617073006010664,-0.9617073006010664,0.04140989807559735,char_per_tok
32414876,0.9608618429399076,-0.9608618429399076,0.04897808195901778,char_per_tok
32144206,0.9607453113582851,-0.9607453113582851,0.04639907246368633,char_per_tok
39363265,0.9588143668682427,-0.9588143668682427,0.034978746980274374,char_per_tok
