identifier,abs_difference,raw_difference,reason
38433524,8.46790890269151,8.46790890269151,dep_dist_root
27712282,8.391850100054576,8.391850100054576,dep_dist_root
21637849,7.118607142208747,7.118607142208747,dep_dist_root
39426704,6.957517462498569,6.957517462498569,dep_dist_root
39523069,6.927010692701069,6.927010692701069,dep_dist_root
37363120,6.541867954911433,6.541867954911433,dep_dist_root
38226607,6.541479326456846,6.541479326456846,dep_dist_root
31008678,6.540164452877926,6.540164452877926,dep_dist_root
38999993,6.527813055626112,6.527813055626112,dep_dist_root
36625068,6.525766829067452,6.525766829067452,dep_dist_root
24346794,6.3579277864992125,6.3579277864992125,dep_dist_root
37091227,6.330858960763521,6.330858960763521,dep_dist_root
38361370,6.318681318681318,6.318681318681318,dep_dist_root
38036431,6.307232847451594,6.307232847451594,dep_dist_root
35210714,6.303778526000747,6.303778526000747,dep_dist_root
34073713,6.214985994397758,6.214985994397758,dep_dist_root
38269255,6.117310160955862,-6.117310160955862,dep_dist_root
29864834,6.014772351449674,6.014772351449674,dep_dist_root
39285435,5.994829520511194,5.994829520511194,dep_dist_root
40145120,5.869620575502928,5.869620575502928,dep_dist_root
39523545,5.867412828239346,5.867412828239346,dep_dist_root
40326635,5.850622406639004,5.850622406639004,dep_dist_root
36948725,5.764811894570848,5.764811894570848,dep_dist_root
38349903,5.730271680967311,5.730271680967311,dep_dist_root
38361222,5.706540155879361,5.706540155879361,dep_dist_root
37598792,5.7040229885057485,5.7040229885057485,dep_dist_root
39012757,5.6738523743599885,5.6738523743599885,dep_dist_root
39464104,5.667915106117354,5.667915106117354,dep_dist_root
13840612,5.599972782635319,5.599972782635319,dep_dist_root
29830153,5.452719665271967,5.452719665271967,dep_dist_root
21065539,5.452719665271967,5.452719665271967,dep_dist_root
27151267,5.411083452500751,5.411083452500751,dep_dist_root
37140526,5.388982338099243,5.388982338099243,dep_dist_root
37983020,5.348759221998658,5.348759221998658,dep_dist_root
38940564,5.3480204342273305,5.3480204342273305,dep_dist_root
35088082,5.345117845117846,5.345117845117846,dep_dist_root
40604662,5.336585365853659,5.336585365853659,dep_dist_root
39313514,5.317284341674586,5.317284341674586,dep_dist_root
11061389,5.314376307090332,5.314376307090332,dep_dist_root
16659380,5.295442192716827,5.295442192716827,dep_dist_root
37719053,5.2891728858754865,5.2891728858754865,dep_dist_root
40932167,5.278696268304203,5.278696268304203,dep_dist_root
39676650,5.2340234023402346,5.2340234023402346,dep_dist_root
22371873,5.226577703641923,5.226577703641923,dep_dist_root
40761297,5.213635002780034,5.213635002780034,dep_dist_root
38864739,5.203619909502263,5.203619909502263,dep_dist_root
32114263,5.1905099389153255,5.1905099389153255,dep_dist_root
35400688,5.17980471540843,5.17980471540843,dep_dist_root
36403009,5.163714439076758,5.163714439076758,dep_dist_root
38114363,5.15366947391447,5.15366947391447,dep_dist_root
35241334,5.1365279079105886,5.1365279079105886,dep_dist_root
36181308,5.113927291346647,5.113927291346647,dep_dist_root
36994549,5.100250626566416,5.100250626566416,dep_dist_root
39313248,5.09596553074814,5.09596553074814,dep_dist_root
40180136,5.094951366373321,5.094951366373321,dep_dist_root
34820093,5.035004016854393,5.035004016854393,dep_dist_root
37480157,5.018510900863843,5.018510900863843,dep_dist_root
38777496,5.013831258644537,5.013831258644537,dep_dist_root
39464503,4.995680612118969,4.995680612118969,dep_dist_root
39550319,4.982365189308631,4.982365189308631,dep_dist_root
37394260,4.967413765697028,4.967413765697028,dep_dist_root
11551669,4.9651465524481395,4.9651465524481395,dep_dist_root
37829011,4.91005291005291,4.91005291005291,dep_dist_root
37527658,4.87387950802585,4.87387950802585,dep_dist_root
40984249,4.867050225470377,4.867050225470377,dep_dist_root
37338995,4.8582995951417,4.8582995951417,dep_dist_root
34887400,4.857833544376655,4.857833544376655,dep_dist_root
38701327,4.857833544376655,4.857833544376655,dep_dist_root
40340803,4.854647456330486,4.854647456330486,dep_dist_root
35361645,4.852143595041323,4.852143595041323,dep_dist_root
39263060,4.819981998199821,4.819981998199821,dep_dist_root
37394200,4.808673469387756,4.808673469387756,dep_dist_root
19669537,4.805574381565571,4.805574381565571,dep_dist_root
35444828,4.803174603174603,4.803174603174603,dep_dist_root
36061383,4.7760859829825355,4.7760859829825355,dep_dist_root
17746861,4.766286345233713,4.766286345233713,dep_dist_root
30769192,4.747675962815405,4.747675962815405,dep_dist_root
35422467,4.745062333660178,4.745062333660178,dep_dist_root
38889787,4.740917212626565,4.740917212626565,dep_dist_root
37202736,4.70253164556962,4.70253164556962,dep_dist_root
40448181,4.697758274653876,4.697758274653876,dep_dist_root
35549173,4.650991240202858,4.650991240202858,dep_dist_root
38036430,4.646697388632873,4.646697388632873,dep_dist_root
37860394,4.644808743169399,4.644808743169399,dep_dist_root
37151415,4.636066479443857,4.636066479443857,dep_dist_root
23967190,4.62962962962963,4.62962962962963,dep_dist_root
32392833,4.609877264757452,4.609877264757452,dep_dist_root
36949675,4.593668574711229,4.593668574711229,dep_dist_root
39318822,4.592488073641067,4.592488073641067,dep_dist_root
21155100,4.580059367906408,4.580059367906408,dep_dist_root
39605297,4.568001443001443,4.568001443001443,dep_dist_root
33115331,4.56075910621365,4.56075910621365,dep_dist_root
24116517,4.5526573488827555,4.5526573488827555,dep_dist_root
39605306,4.5326429630248235,4.5326429630248235,dep_dist_root
38336483,4.528760906687876,4.528760906687876,dep_dist_root
34908350,4.520521108825546,4.520521108825546,dep_dist_root
39390291,4.5202840977488865,4.5202840977488865,dep_dist_root
38217406,4.517049029065134,4.517049029065134,dep_dist_root
37983420,4.515111057167132,4.515111057167132,dep_dist_root
36542696,4.483716233274425,4.483716233274425,dep_dist_root
37737978,4.472448727452434,4.472448727452434,dep_dist_root
34348391,4.453551912568306,4.453551912568306,dep_dist_root
36948718,4.439655172413794,4.439655172413794,dep_dist_root
33123753,4.425540708086514,4.425540708086514,dep_dist_root
30374945,4.420066603743345,4.420066603743345,dep_dist_root
36425471,4.41919191919192,4.41919191919192,dep_dist_root
37881817,4.418167847690601,4.418167847690601,dep_dist_root
37959910,4.412688442211055,4.412688442211055,dep_dist_root
17540745,4.403003811828079,4.403003811828079,dep_dist_root
39523544,4.398674989296256,4.398674989296256,dep_dist_root
34160998,4.38714726727249,4.38714726727249,dep_dist_root
38779651,4.383899753180179,4.383899753180179,dep_dist_root
36477785,4.381805573776637,4.381805573776637,dep_dist_root
40693099,4.379639448568399,4.379639448568399,dep_dist_root
37018420,4.364688742764894,4.364688742764894,dep_dist_root
36297708,4.362745098039216,4.362745098039216,dep_dist_root
38375160,4.353565060324664,4.353565060324664,dep_dist_root
34271712,4.353472614342181,4.353472614342181,dep_dist_root
40651443,4.351032448377582,4.351032448377582,dep_dist_root
21530537,4.3457978802806405,4.3457978802806405,dep_dist_root
37264016,4.342467260922195,4.342467260922195,dep_dist_root
36949944,4.34065160082909,4.34065160082909,dep_dist_root
39688998,4.33239400262439,4.33239400262439,dep_dist_root
36949609,4.323835368611489,4.323835368611489,dep_dist_root
40975362,4.3171114599686025,4.3171114599686025,dep_dist_root
40984101,4.303786828058673,4.303786828058673,dep_dist_root
33926002,4.300847457627119,4.300847457627119,dep_dist_root
38358669,4.295435684647304,4.295435684647304,dep_dist_root
41064133,4.291817428832992,4.291817428832992,dep_dist_root
35115601,4.29017021655824,4.29017021655824,dep_dist_root
39312889,4.285388648279007,4.285388648279007,dep_dist_root
37959941,4.2792792792792795,4.2792792792792795,dep_dist_root
31673856,4.263154850278618,4.263154850278618,dep_dist_root
36877244,4.260344026034403,4.260344026034403,dep_dist_root
38204525,4.258831297457908,4.258831297457908,dep_dist_root
40835555,4.25585368304693,4.25585368304693,dep_dist_root
39164301,4.249322493224932,4.249322493224932,dep_dist_root
39164112,4.236698973541079,4.236698973541079,dep_dist_root
36795993,4.215456674473067,4.215456674473067,dep_dist_root
37202854,4.2118665648077425,4.2118665648077425,dep_dist_root
13040372,4.211347241177617,4.211347241177617,dep_dist_root
37307289,4.20841345342914,4.20841345342914,dep_dist_root
37686779,4.204616344354335,4.204616344354335,dep_dist_root
37067893,4.198857910648304,4.198857910648304,dep_dist_root
39455363,4.189897783087748,4.189897783087748,dep_dist_root
